"processes";"solution time [s]"
1;16.322582
2;18.717098
3;4.175357
4;20.234567
5;18.813698
6;8.662961
7;13.652656
8;21.810272
9;1.248037
10;1.490009
11;1.769624
12;1.495848
13;1.570073
14;2.159755
15;2.245339
16;2.512096
