"processes";"num_sudokus";"computing time [s]";"solution time [s]";"sudoku_init time [s]"
1;1;0.000446;0.000446;0.000143
2;1;0.000662;0.000580;0.000129
4;4;0.000749;0.000706;0.000149
8;26;0.001035;0.000964;0.000186
16;26;0.002099;0.001583;0.000185
