"processes";"num_sudokus";"computing time [s]";"solution time [s]";
1;1;12.059647;12.059633
1;1;12.044856;12.044834
1;1;12.054035;12.054016
1;1;12.052179;12.052165
1;1;12.071575;12.071551
1;1;12.042016;12.041988
1;1;12.058274;12.058252
1;1;12.055811;12.055788
1;1;12.053108;12.053086
1;1;12.042885;12.042862
2;3;12.065548;12.065527
2;3;12.052953;12.052934
2;3;12.085499;12.085480
2;3;12.055563;12.055545
2;3;12.049772;12.049754
2;3;12.059705;12.059687
2;3;12.085912;12.085893
2;3;12.300057;12.300039
2;3;12.265890;12.265872
2;3;12.290201;12.290180
3;3;12.359862;12.359840
3;3;12.363659;12.363637
3;3;12.336373;12.336349
3;3;12.614494;12.614472
3;3;12.103619;12.103595
3;3;12.008862;12.008841
3;3;12.015322;12.015299
3;3;12.019319;12.019295
3;3;12.014804;12.014782
3;3;12.013727;12.013706
4;8;9.933357;2.224314
4;8;9.926419;2.219235
4;8;9.939658;2.242599
4;8;10.011928;2.282427
4;8;9.965445;2.221165
4;8;10.004842;2.276537
4;8;9.975635;2.267226
4;8;10.039113;2.286659
4;8;9.969058;2.262197
4;8;10.003321;2.254065
5;8;9.950272;2.253100
5;8;9.931194;2.228858
5;8;9.967528;2.264879
5;8;10.094545;2.405194
5;8;10.025568;2.337749
5;8;9.951965;2.247797
5;8;9.960441;2.246549
5;8;9.941190;2.243527
5;8;10.041509;2.257011
5;8;9.993959;2.289206
6;8;11.782476;2.384759
6;8;11.806532;2.305703
6;8;11.779532;2.347153
6;8;11.843058;2.337299
6;8;11.860419;2.386170
6;8;11.792196;2.409956
6;8;11.751501;2.387158
6;8;11.780001;2.331054
6;8;11.714617;2.368437
6;8;11.916631;2.480152
7;8;11.785504;2.310000
7;8;11.728578;2.356000
7;8;11.697981;2.384559
7;8;11.728048;2.420767
7;8;11.667425;2.341747
7;8;11.715005;2.373235
7;8;12.123507;2.434133
7;8;11.764454;2.321837
7;8;12.320993;2.398008
7;8;11.905978;2.469381
8;8;11.806031;2.409956
8;8;11.814495;2.466162
8;8;12.030505;2.424201
8;8;11.814245;2.450800
8;8;11.674525;2.419116
8;8;11.685294;2.459715
8;8;11.891296;2.496595
8;8;11.924532;2.390593
8;8;11.626217;2.308274
8;8;11.645758;2.504726
9;18;11.704642;2.364998
9;18;11.755989;2.406406
9;18;11.686276;2.388857
9;18;11.729350;2.394152
9;18;11.745479;2.486498
9;18;11.634628;2.466729
9;18;11.705938;2.439780
9;18;11.849106;2.353941
9;18;11.807062;2.355231
9;18;11.726193;2.447354
10;18;11.857104;2.314487
10;18;11.986160;2.371173
10;18;11.911830;2.469193
10;18;11.856215;2.536628
10;18;11.719849;2.481799
10;18;11.733933;2.472809
10;18;11.661098;2.530026
10;18;11.761318;2.578501
10;18;11.910878;2.419530
10;18;11.514000;2.402193
11;18;11.872800;2.359753
11;18;11.960367;2.468424
11;18;11.954515;2.391095
11;18;11.972576;2.345185
11;18;12.057936;2.419087
11;18;11.696238;2.534796
11;18;11.987432;2.427868
11;18;11.825137;2.538664
11;18;12.119452;2.356546
11;18;12.050072;2.534510
12;18;11.890469;2.385638
12;18;11.924993;2.539328
12;18;11.901278;2.385614
12;18;11.684576;2.608157
12;18;11.599785;2.319868
12;18;11.943766;2.410782
12;18;11.741643;2.760620
12;18;12.066523;2.479113
12;18;11.744013;2.689577
12;18;11.990294;2.402379
13;18;12.019008;2.511339
13;18;12.058741;2.426472
13;18;12.125585;2.492282
13;18;12.116706;2.408502
13;18;11.812292;2.537526
13;18;11.744421;2.360507
13;18;11.773562;2.442245
13;18;12.090345;2.459348
13;18;11.993887;2.670164
13;18;12.081352;2.391780
14;18;11.529790;2.734334
14;18;11.671421;2.652863
14;18;12.020840;2.680346
14;18;12.043834;2.755410
14;18;11.914963;2.756912
14;18;12.131926;2.695718
14;18;11.823638;2.651163
14;18;11.839270;2.815772
14;18;11.828982;2.659218
14;18;12.217319;2.749704
15;18;11.702912;2.749255
15;18;12.189259;2.651520
15;18;12.038619;2.685303
15;18;11.719580;2.693787
15;18;11.589467;2.407323
15;18;11.877273;2.644387
15;18;11.947600;2.771569
15;18;11.890501;2.583283
15;18;11.897876;2.643855
15;18;11.754743;2.433410
16;18;12.044456;2.349488
16;18;12.064537;2.404202
16;18;12.037847;2.309042
16;18;12.178941;2.429870
16;18;12.094401;2.287498
16;18;12.271584;2.492520
16;18;12.305117;2.490853
16;18;12.341454;2.428466
16;18;11.893183;2.407016
16;18;11.940357;2.405406
